jobs = Job.create(
    [
name: papa, payout: 640, reward: 'Placeholder Item', difficulty: 3, description: 'Placeholder Description', time_to_complete: 46, xp: 68 
name: victor, payout: 1969, reward: 'Placeholder Item', difficulty: 5, description: 'Placeholder Description', time_to_complete: 147, xp: 37 
name: blowback, payout: 1977, reward: 'Placeholder Item', difficulty: 6, description: 'Placeholder Description', time_to_complete: 94, xp: 35 
name: fat man, payout: 1394, reward: 'Placeholder Item', difficulty: 9, description: 'Placeholder Description', time_to_complete: 41, xp: 38 
name: applesauce, payout: 771, reward: 'Placeholder Item', difficulty: 7, description: 'Placeholder Description', time_to_complete: 72, xp: 61 
name: richard, payout: 1283, reward: 'Placeholder Item', difficulty: 3, description: 'Placeholder Description', time_to_complete: 179, xp: 82 
name: smokescreen, payout: 923, reward: 'Placeholder Item', difficulty: 3, description: 'Placeholder Description', time_to_complete: 88, xp: 92 
name: cheney, payout: 727, reward: 'Placeholder Item', difficulty: 7, description: 'Placeholder Description', time_to_complete: 130, xp: 75 
name: gale, payout: 636, reward: 'Placeholder Item', difficulty: 9, description: 'Placeholder Description', time_to_complete: 150, xp: 97 
name: salamander, payout: 1744, reward: 'Placeholder Item', difficulty: 6, description: 'Placeholder Description', time_to_complete: 96, xp: 44 
name: consumnes, payout: 30, reward: 'Placeholder Item', difficulty: 12, description: 'Placeholder Description', time_to_complete: 94, xp: 36 
name: hellraiser, payout: 787, reward: 'Placeholder Item', difficulty: 9, description: 'Placeholder Description', time_to_complete: 117, xp: 10 
name: black eye, payout: 787, reward: 'Placeholder Item', difficulty: 5, description: 'Placeholder Description', time_to_complete: 134, xp: 77 
name: smokescreen, payout: 381, reward: 'Placeholder Item', difficulty: 6, description: 'Placeholder Description', time_to_complete: 139, xp: 0 
name: brown nose, payout: 1087, reward: 'Placeholder Item', difficulty: 4, description: 'Placeholder Description', time_to_complete: 55, xp: 51 
name: jaba, payout: 1441, reward: 'Placeholder Item', difficulty: 4, description: 'Placeholder Description', time_to_complete: 132, xp: 66 
name: salamander, payout: 529, reward: 'Placeholder Item', difficulty: 1, description: 'Placeholder Description', time_to_complete: 102, xp: 21 
name: embedded, payout: 472, reward: 'Placeholder Item', difficulty: 10, description: 'Placeholder Description', time_to_complete: 39, xp: 69 
name: consumnes, payout: 856, reward: 'Placeholder Item', difficulty: 11, description: 'Placeholder Description', time_to_complete: 101, xp: 3 
name: hell raiser, payout: 1570, reward: 'Placeholder Item', difficulty: 7, description: 'Placeholder Description', time_to_complete: 59, xp: 18 
name: jam out clam out, payout: 1902, reward: 'Placeholder Item', difficulty: 9, description: 'Placeholder Description', time_to_complete: 167, xp: 0 
name: jam out clam out, payout: 1935, reward: 'Placeholder Item', difficulty: 1, description: 'Placeholder Description', time_to_complete: 138, xp: 40 
name: snake eater, payout: 1036, reward: 'Placeholder Item', difficulty: 6, description: 'Placeholder Description', time_to_complete: 119, xp: 8 
name: blowback, payout: 1297, reward: 'Placeholder Item', difficulty: 6, description: 'Placeholder Description', time_to_complete: 135, xp: 75 
name: gibbon, payout: 466, reward: 'Placeholder Item', difficulty: 4, description: 'Placeholder Description', time_to_complete: 66, xp: 62 
name: vigo, payout: 1382, reward: 'Placeholder Item', difficulty: 12, description: 'Placeholder Description', time_to_complete: 134, xp: 69 
name: caboose, payout: 1689, reward: 'Placeholder Item', difficulty: 1, description: 'Placeholder Description', time_to_complete: 118, xp: 2 
name: hackathon, payout: 412, reward: 'Placeholder Item', difficulty: 3, description: 'Placeholder Description', time_to_complete: 73, xp: 65 
name: loose goose, payout: 618, reward: 'Placeholder Item', difficulty: 4, description: 'Placeholder Description', time_to_complete: 123, xp: 90 
name: shutdown, payout: 1324, reward: 'Placeholder Item', difficulty: 5, description: 'Placeholder Description', time_to_complete: 89, xp: 84 
name: breach, payout: 816, reward: 'Placeholder Item', difficulty: 8, description: 'Placeholder Description', time_to_complete: 92, xp: 100 
name: trump-inator, payout: 831, reward: 'Placeholder Item', difficulty: 12, description: 'Placeholder Description', time_to_complete: 30, xp: 72 
name: blacksmith, payout: 566, reward: 'Placeholder Item', difficulty: 10, description: 'Placeholder Description', time_to_complete: 49, xp: 9 
name: hackathon, payout: 421, reward: 'Placeholder Item', difficulty: 1, description: 'Placeholder Description', time_to_complete: 83, xp: 26 
name: shutdown, payout: 1388, reward: 'Placeholder Item', difficulty: 8, description: 'Placeholder Description', time_to_complete: 30, xp: 28 
name: hurricane, payout: 1628, reward: 'Placeholder Item', difficulty: 10, description: 'Placeholder Description', time_to_complete: 65, xp: 53 
name: goat cheese, payout: 826, reward: 'Placeholder Item', difficulty: 5, description: 'Placeholder Description', time_to_complete: 59, xp: 5 
name: hurricane, payout: 547, reward: 'Placeholder Item', difficulty: 4, description: 'Placeholder Description', time_to_complete: 43, xp: 97 
name: bluejay, payout: 1004, reward: 'Placeholder Item', difficulty: 6, description: 'Placeholder Description', time_to_complete: 47, xp: 90 
name: bluejay, payout: 1905, reward: 'Placeholder Item', difficulty: 3, description: 'Placeholder Description', time_to_complete: 168, xp: 23 
name: trump-inator, payout: 1588, reward: 'Placeholder Item', difficulty: 10, description: 'Placeholder Description', time_to_complete: 135, xp: 2 
name: jam out clam out, payout: 302, reward: 'Placeholder Item', difficulty: 6, description: 'Placeholder Description', time_to_complete: 121, xp: 32 
name: chico, payout: 865, reward: 'Placeholder Item', difficulty: 11, description: 'Placeholder Description', time_to_complete: 121, xp: 80 
name: alpha, payout: 1240, reward: 'Placeholder Item', difficulty: 2, description: 'Placeholder Description', time_to_complete: 141, xp: 13 
name: dustoff, payout: 1747, reward: 'Placeholder Item', difficulty: 10, description: 'Placeholder Description', time_to_complete: 35, xp: 42 
name: coldcuts, payout: 1396, reward: 'Placeholder Item', difficulty: 10, description: 'Placeholder Description', time_to_complete: 178, xp: 21 
name: blacksmith, payout: 887, reward: 'Placeholder Item', difficulty: 3, description: 'Placeholder Description', time_to_complete: 118, xp: 87 
name: victor, payout: 1019, reward: 'Placeholder Item', difficulty: 1, description: 'Placeholder Description', time_to_complete: 124, xp: 70 
name: blowback, payout: 127, reward: 'Placeholder Item', difficulty: 5, description: 'Placeholder Description', time_to_complete: 58, xp: 24 
name: gale, payout: 774, reward: 'Placeholder Item', difficulty: 5, description: 'Placeholder Description', time_to_complete: 124, xp: 44 
name: baboon, payout: 1332, reward: 'Placeholder Item', difficulty: 11, description: 'Placeholder Description', time_to_complete: 96, xp: 46 
name: hellraiser, payout: 725, reward: 'Placeholder Item', difficulty: 3, description: 'Placeholder Description', time_to_complete: 53, xp: 25 
name: baboon, payout: 1018, reward: 'Placeholder Item', difficulty: 11, description: 'Placeholder Description', time_to_complete: 44, xp: 48 
name: false idol, payout: 1709, reward: 'Placeholder Item', difficulty: 9, description: 'Placeholder Description', time_to_complete: 88, xp: 32 
name: purple donkey, payout: 1091, reward: 'Placeholder Item', difficulty: 4, description: 'Placeholder Description', time_to_complete: 101, xp: 57 
name: snake eater, payout: 1445, reward: 'Placeholder Item', difficulty: 10, description: 'Placeholder Description', time_to_complete: 175, xp: 52 
name: chico, payout: 784, reward: 'Placeholder Item', difficulty: 4, description: 'Placeholder Description', time_to_complete: 109, xp: 100 
name: muffintop, payout: 313, reward: 'Placeholder Item', difficulty: 7, description: 'Placeholder Description', time_to_complete: 115, xp: 48 
name: richard, payout: 191, reward: 'Placeholder Item', difficulty: 3, description: 'Placeholder Description', time_to_complete: 155, xp: 73 
name: black hawk, payout: 833, reward: 'Placeholder Item', difficulty: 1, description: 'Placeholder Description', time_to_complete: 83, xp: 66 
name: bravo, payout: 1897, reward: 'Placeholder Item', difficulty: 7, description: 'Placeholder Description', time_to_complete: 50, xp: 10 
name: false idol, payout: 605, reward: 'Placeholder Item', difficulty: 3, description: 'Placeholder Description', time_to_complete: 130, xp: 85 
name: recovery, payout: 1739, reward: 'Placeholder Item', difficulty: 1, description: 'Placeholder Description', time_to_complete: 47, xp: 19 
name: purple donkey, payout: 1176, reward: 'Placeholder Item', difficulty: 3, description: 'Placeholder Description', time_to_complete: 158, xp: 28 
name: smokescreen, payout: 621, reward: 'Placeholder Item', difficulty: 2, description: 'Placeholder Description', time_to_complete: 33, xp: 20 
name: bannana? bannanna?, payout: 407, reward: 'Placeholder Item', difficulty: 4, description: 'Placeholder Description', time_to_complete: 116, xp: 62 
name: breach, payout: 473, reward: 'Placeholder Item', difficulty: 7, description: 'Placeholder Description', time_to_complete: 32, xp: 4 
name: victor, payout: 209, reward: 'Placeholder Item', difficulty: 11, description: 'Placeholder Description', time_to_complete: 116, xp: 23 
name: wtf, payout: 1786, reward: 'Placeholder Item', difficulty: 9, description: 'Placeholder Description', time_to_complete: 119, xp: 20 
name: fat man, payout: 302, reward: 'Placeholder Item', difficulty: 12, description: 'Placeholder Description', time_to_complete: 169, xp: 56 
name: firesail, payout: 619, reward: 'Placeholder Item', difficulty: 3, description: 'Placeholder Description', time_to_complete: 89, xp: 37 
name: black hawk, payout: 346, reward: 'Placeholder Item', difficulty: 1, description: 'Placeholder Description', time_to_complete: 165, xp: 20 
name: purple donkey, payout: 1586, reward: 'Placeholder Item', difficulty: 11, description: 'Placeholder Description', time_to_complete: 52, xp: 24 
name: purple donkey, payout: 1188, reward: 'Placeholder Item', difficulty: 8, description: 'Placeholder Description', time_to_complete: 85, xp: 9 
name: backdraft, payout: 1694, reward: 'Placeholder Item', difficulty: 3, description: 'Placeholder Description', time_to_complete: 167, xp: 8 
name: bannana? bannanna?, payout: 331, reward: 'Placeholder Item', difficulty: 9, description: 'Placeholder Description', time_to_complete: 136, xp: 24 
name: papa, payout: 487, reward: 'Placeholder Item', difficulty: 4, description: 'Placeholder Description', time_to_complete: 87, xp: 10 
name: coldcuts, payout: 456, reward: 'Placeholder Item', difficulty: 11, description: 'Placeholder Description', time_to_complete: 123, xp: 27 
name: cheney, payout: 873, reward: 'Placeholder Item', difficulty: 5, description: 'Placeholder Description', time_to_complete: 45, xp: 43 
name: juicy, payout: 661, reward: 'Placeholder Item', difficulty: 1, description: 'Placeholder Description', time_to_complete: 156, xp: 37 
name: gale, payout: 1770, reward: 'Placeholder Item', difficulty: 3, description: 'Placeholder Description', time_to_complete: 37, xp: 60 
name: half a beer, payout: 1071, reward: 'Placeholder Item', difficulty: 2, description: 'Placeholder Description', time_to_complete: 42, xp: 49 
name: hardball, payout: 1117, reward: 'Placeholder Item', difficulty: 1, description: 'Placeholder Description', time_to_complete: 47, xp: 87 
name: half a beer, payout: 1386, reward: 'Placeholder Item', difficulty: 4, description: 'Placeholder Description', time_to_complete: 38, xp: 39 
name: papa, payout: 901, reward: 'Placeholder Item', difficulty: 12, description: 'Placeholder Description', time_to_complete: 85, xp: 6 
name: thunder****, payout: 99, reward: 'Placeholder Item', difficulty: 7, description: 'Placeholder Description', time_to_complete: 47, xp: 9 
name: moose, payout: 566, reward: 'Placeholder Item', difficulty: 7, description: 'Placeholder Description', time_to_complete: 74, xp: 69 
name: fang, payout: 1345, reward: 'Placeholder Item', difficulty: 4, description: 'Placeholder Description', time_to_complete: 177, xp: 23 
name: hardball, payout: 1518, reward: 'Placeholder Item', difficulty: 6, description: 'Placeholder Description', time_to_complete: 132, xp: 44 
name: muffintop, payout: 1257, reward: 'Placeholder Item', difficulty: 9, description: 'Placeholder Description', time_to_complete: 86, xp: 27 
name: breach, payout: 1252, reward: 'Placeholder Item', difficulty: 1, description: 'Placeholder Description', time_to_complete: 75, xp: 90 
name: dustoff, payout: 375, reward: 'Placeholder Item', difficulty: 4, description: 'Placeholder Description', time_to_complete: 106, xp: 0 
name: blowback, payout: 329, reward: 'Placeholder Item', difficulty: 5, description: 'Placeholder Description', time_to_complete: 68, xp: 11 
name: breach, payout: 344, reward: 'Placeholder Item', difficulty: 9, description: 'Placeholder Description', time_to_complete: 135, xp: 12 
name: whateverthefuck, payout: 395, reward: 'Placeholder Item', difficulty: 8, description: 'Placeholder Description', time_to_complete: 36, xp: 65 
name: vigo, payout: 546, reward: 'Placeholder Item', difficulty: 5, description: 'Placeholder Description', time_to_complete: 47, xp: 59 
name: chico, payout: 338, reward: 'Placeholder Item', difficulty: 10, description: 'Placeholder Description', time_to_complete: 117, xp: 28 
name: hell raiser, payout: 1765, reward: 'Placeholder Item', difficulty: 10, description: 'Placeholder Description', time_to_complete: 151, xp: 70 
name: typhoon, payout: 1014, reward: 'Placeholder Item', difficulty: 2, description: 'Placeholder Description', time_to_complete: 171, xp: 38 
name: shutdown, payout: 1127, reward: 'Placeholder Item', difficulty: 2, description: 'Placeholder Description', time_to_complete: 58, xp: 100 
name: recovery, payout: 521, reward: 'Placeholder Item', difficulty: 9, description: 'Placeholder Description', time_to_complete: 162, xp: 34 
name: snake eater, payout: 921, reward: 'Placeholder Item', difficulty: 3, description: 'Placeholder Description', time_to_complete: 100, xp: 81 
name: juicy, payout: 105, reward: 'Placeholder Item', difficulty: 1, description: 'Placeholder Description', time_to_complete: 64, xp: 69 
name: little boy, payout: 1507, reward: 'Placeholder Item', difficulty: 5, description: 'Placeholder Description', time_to_complete: 85, xp: 66 
name: alpha, payout: 500, reward: 'Placeholder Item', difficulty: 2, description: 'Placeholder Description', time_to_complete: 73, xp: 72 
name: backdraft, payout: 601, reward: 'Placeholder Item', difficulty: 7, description: 'Placeholder Description', time_to_complete: 53, xp: 44 
name: alpha, payout: 1588, reward: 'Placeholder Item', difficulty: 3, description: 'Placeholder Description', time_to_complete: 105, xp: 93 
name: whateverthefuck, payout: 293, reward: 'Placeholder Item', difficulty: 8, description: 'Placeholder Description', time_to_complete: 54, xp: 1 
name: hurricane, payout: 602, reward: 'Placeholder Item', difficulty: 10, description: 'Placeholder Description', time_to_complete: 133, xp: 24 
name: chico, payout: 269, reward: 'Placeholder Item', difficulty: 5, description: 'Placeholder Description', time_to_complete: 73, xp: 82 
name: gibbon, payout: 858, reward: 'Placeholder Item', difficulty: 9, description: 'Placeholder Description', time_to_complete: 39, xp: 26 
name: black hawk, payout: 1035, reward: 'Placeholder Item', difficulty: 2, description: 'Placeholder Description', time_to_complete: 164, xp: 98 
name: purple donkey, payout: 1627, reward: 'Placeholder Item', difficulty: 3, description: 'Placeholder Description', time_to_complete: 66, xp: 23 
name: purple donkey, payout: 1486, reward: 'Placeholder Item', difficulty: 9, description: 'Placeholder Description', time_to_complete: 151, xp: 34 
name: moose, payout: 747, reward: 'Placeholder Item', difficulty: 6, description: 'Placeholder Description', time_to_complete: 138, xp: 87 
name: victor, payout: 1023, reward: 'Placeholder Item', difficulty: 4, description: 'Placeholder Description', time_to_complete: 68, xp: 42 
name: recovery, payout: 1291, reward: 'Placeholder Item', difficulty: 5, description: 'Placeholder Description', time_to_complete: 142, xp: 75 
name: black hawk, payout: 376, reward: 'Placeholder Item', difficulty: 11, description: 'Placeholder Description', time_to_complete: 37, xp: 85 
name: black hawk, payout: 1321, reward: 'Placeholder Item', difficulty: 4, description: 'Placeholder Description', time_to_complete: 97, xp: 14 
name: typhoon, payout: 1439, reward: 'Placeholder Item', difficulty: 5, description: 'Placeholder Description', time_to_complete: 104, xp: 4 
name: firesail, payout: 1198, reward: 'Placeholder Item', difficulty: 12, description: 'Placeholder Description', time_to_complete: 134, xp: 27 
name: recovery, payout: 419, reward: 'Placeholder Item', difficulty: 9, description: 'Placeholder Description', time_to_complete: 68, xp: 7 
name: firesail, payout: 1007, reward: 'Placeholder Item', difficulty: 9, description: 'Placeholder Description', time_to_complete: 105, xp: 79 
name: brown nose, payout: 1471, reward: 'Placeholder Item', difficulty: 1, description: 'Placeholder Description', time_to_complete: 82, xp: 95 
name: typhoon, payout: 220, reward: 'Placeholder Item', difficulty: 5, description: 'Placeholder Description', time_to_complete: 45, xp: 95 
name: papa, payout: 886, reward: 'Placeholder Item', difficulty: 9, description: 'Placeholder Description', time_to_complete: 54, xp: 26 
name: brown nose, payout: 1216, reward: 'Placeholder Item', difficulty: 7, description: 'Placeholder Description', time_to_complete: 64, xp: 59 
name: shutdown, payout: 1434, reward: 'Placeholder Item', difficulty: 5, description: 'Placeholder Description', time_to_complete: 115, xp: 76 
name: f.o.b., payout: 525, reward: 'Placeholder Item', difficulty: 1, description: 'Placeholder Description', time_to_complete: 175, xp: 93 
name: gale, payout: 1622, reward: 'Placeholder Item', difficulty: 8, description: 'Placeholder Description', time_to_complete: 141, xp: 27 
name: anvil, payout: 1798, reward: 'Placeholder Item', difficulty: 5, description: 'Placeholder Description', time_to_complete: 88, xp: 57 
name: false idol, payout: 764, reward: 'Placeholder Item', difficulty: 12, description: 'Placeholder Description', time_to_complete: 108, xp: 100 
name: hellraiser, payout: 1416, reward: 'Placeholder Item', difficulty: 2, description: 'Placeholder Description', time_to_complete: 156, xp: 86 
name: muffintop, payout: 1673, reward: 'Placeholder Item', difficulty: 6, description: 'Placeholder Description', time_to_complete: 171, xp: 76 
name: consumnes, payout: 40, reward: 'Placeholder Item', difficulty: 9, description: 'Placeholder Description', time_to_complete: 129, xp: 2 
name: backdraft, payout: 403, reward: 'Placeholder Item', difficulty: 4, description: 'Placeholder Description', time_to_complete: 92, xp: 62 
name: applesauce, payout: 1325, reward: 'Placeholder Item', difficulty: 12, description: 'Placeholder Description', time_to_complete: 62, xp: 75 
name: second coming, payout: 1533, reward: 'Placeholder Item', difficulty: 11, description: 'Placeholder Description', time_to_complete: 41, xp: 50 
name: whateverthefuck, payout: 1237, reward: 'Placeholder Item', difficulty: 10, description: 'Placeholder Description', time_to_complete: 141, xp: 52 
name: purple donkey, payout: 1259, reward: 'Placeholder Item', difficulty: 1, description: 'Placeholder Description', time_to_complete: 151, xp: 76 
name: iron eagle, payout: 459, reward: 'Placeholder Item', difficulty: 8, description: 'Placeholder Description', time_to_complete: 45, xp: 13 
name: taco, payout: 277, reward: 'Placeholder Item', difficulty: 7, description: 'Placeholder Description', time_to_complete: 83, xp: 2 
name: salamander, payout: 164, reward: 'Placeholder Item', difficulty: 9, description: 'Placeholder Description', time_to_complete: 90, xp: 78 
name: typhoon, payout: 195, reward: 'Placeholder Item', difficulty: 11, description: 'Placeholder Description', time_to_complete: 143, xp: 17 
name: sherpa, payout: 1012, reward: 'Placeholder Item', difficulty: 6, description: 'Placeholder Description', time_to_complete: 86, xp: 82 
name: salamander, payout: 875, reward: 'Placeholder Item', difficulty: 12, description: 'Placeholder Description', time_to_complete: 162, xp: 99 
name: fat man, payout: 745, reward: 'Placeholder Item', difficulty: 2, description: 'Placeholder Description', time_to_complete: 83, xp: 85 
name: salamander, payout: 1806, reward: 'Placeholder Item', difficulty: 9, description: 'Placeholder Description', time_to_complete: 143, xp: 50 
name: muffintop, payout: 1395, reward: 'Placeholder Item', difficulty: 4, description: 'Placeholder Description', time_to_complete: 37, xp: 96 
name: coldcuts, payout: 809, reward: 'Placeholder Item', difficulty: 10, description: 'Placeholder Description', time_to_complete: 176, xp: 61 
name: goat cheese, payout: 128, reward: 'Placeholder Item', difficulty: 6, description: 'Placeholder Description', time_to_complete: 67, xp: 44 
name: quarantine, payout: 1430, reward: 'Placeholder Item', difficulty: 4, description: 'Placeholder Description', time_to_complete: 65, xp: 94 
name: victor, payout: 1058, reward: 'Placeholder Item', difficulty: 3, description: 'Placeholder Description', time_to_complete: 133, xp: 94 
name: coldcuts, payout: 1371, reward: 'Placeholder Item', difficulty: 4, description: 'Placeholder Description', time_to_complete: 168, xp: 86 
name: gibbon, payout: 952, reward: 'Placeholder Item', difficulty: 8, description: 'Placeholder Description', time_to_complete: 60, xp: 97 
name: embedded, payout: 1060, reward: 'Placeholder Item', difficulty: 8, description: 'Placeholder Description', time_to_complete: 102, xp: 18 
name: dustoff, payout: 957, reward: 'Placeholder Item', difficulty: 6, description: 'Placeholder Description', time_to_complete: 76, xp: 12 
name: blacksmith, payout: 747, reward: 'Placeholder Item', difficulty: 10, description: 'Placeholder Description', time_to_complete: 53, xp: 66 
name: consumnes, payout: 790, reward: 'Placeholder Item', difficulty: 5, description: 'Placeholder Description', time_to_complete: 106, xp: 91 
name: second coming, payout: 1550, reward: 'Placeholder Item', difficulty: 5, description: 'Placeholder Description', time_to_complete: 30, xp: 33 
name: muffintop, payout: 1817, reward: 'Placeholder Item', difficulty: 11, description: 'Placeholder Description', time_to_complete: 84, xp: 1 
name: black hawk, payout: 850, reward: 'Placeholder Item', difficulty: 5, description: 'Placeholder Description', time_to_complete: 169, xp: 94 
name: hackathon, payout: 1232, reward: 'Placeholder Item', difficulty: 11, description: 'Placeholder Description', time_to_complete: 158, xp: 68 
name: goat cheese, payout: 696, reward: 'Placeholder Item', difficulty: 1, description: 'Placeholder Description', time_to_complete: 165, xp: 28 
name: papa, payout: 218, reward: 'Placeholder Item', difficulty: 5, description: 'Placeholder Description', time_to_complete: 111, xp: 23 
name: snake eater, payout: 1875, reward: 'Placeholder Item', difficulty: 1, description: 'Placeholder Description', time_to_complete: 101, xp: 83 
name: applesauce, payout: 1829, reward: 'Placeholder Item', difficulty: 2, description: 'Placeholder Description', time_to_complete: 39, xp: 66 
name: chico, payout: 539, reward: 'Placeholder Item', difficulty: 1, description: 'Placeholder Description', time_to_complete: 82, xp: 40 
name: breach, payout: 937, reward: 'Placeholder Item', difficulty: 11, description: 'Placeholder Description', time_to_complete: 178, xp: 39 
name: black hawk, payout: 1233, reward: 'Placeholder Item', difficulty: 3, description: 'Placeholder Description', time_to_complete: 82, xp: 52 
name: richard, payout: 1531, reward: 'Placeholder Item', difficulty: 2, description: 'Placeholder Description', time_to_complete: 90, xp: 49 
name: jam out clam out, payout: 1370, reward: 'Placeholder Item', difficulty: 8, description: 'Placeholder Description', time_to_complete: 50, xp: 58 
name: alpha, payout: 1780, reward: 'Placeholder Item', difficulty: 2, description: 'Placeholder Description', time_to_complete: 171, xp: 74 
name: iron eagle, payout: 203, reward: 'Placeholder Item', difficulty: 3, description: 'Placeholder Description', time_to_complete: 91, xp: 8 
name: brown nose, payout: 120, reward: 'Placeholder Item', difficulty: 8, description: 'Placeholder Description', time_to_complete: 127, xp: 16 
name: jaba, payout: 718, reward: 'Placeholder Item', difficulty: 6, description: 'Placeholder Description', time_to_complete: 154, xp: 23 
name: richard, payout: 1661, reward: 'Placeholder Item', difficulty: 8, description: 'Placeholder Description', time_to_complete: 55, xp: 28 
name: thunder****, payout: 1837, reward: 'Placeholder Item', difficulty: 6, description: 'Placeholder Description', time_to_complete: 106, xp: 12 
name: fat man, payout: 1710, reward: 'Placeholder Item', difficulty: 10, description: 'Placeholder Description', time_to_complete: 170, xp: 92 
name: second coming, payout: 1470, reward: 'Placeholder Item', difficulty: 12, description: 'Placeholder Description', time_to_complete: 137, xp: 1 
name: turtle, payout: 1130, reward: 'Placeholder Item', difficulty: 4, description: 'Placeholder Description', time_to_complete: 109, xp: 8 
]
    )
